Timepoint,Batch,Animal ,Eartag ,Uplo,Bafr,Pen,Corridor,Diet,Duration,Type ,Bilirubin_1,Cortisol_1,Haptoglobin,Titer_IgG,Titer_IgM,wbc ,neutro1,lympho1,mono1,eo1,baso1,neutro2,lympho2,mono2,eo2,baso2,CD8+,CD8+ perf+,NK+,NK+ perf+,CD4+,CD4+ perf+,gamma delta+,gamma delta+ perf+,CD14+ large,CD21+ large
Week 5,1,3,45400,low,back,2,1,M,6,U,5.67,.,0.18,3.0,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,4,73981,low,back,2,1,M,6,U,3.96,.,0.26,3.9,4.2,,,,,,,,,,,,,,,,,,,,,
Week 5,1,5,14012,low,front,3,1,E,18,U,5.03,0.16,0.19,4.0,10.9,,,,,,,,,,,,,,,,,,,,,
Week 5,1,6,29396,low,front,3,1,E,18,U,4.49,.,0.23,2.9,4.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,7,48454,up,back,4,1,E,6,U,3.85,3.09,0.21,4.2,3.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,8,32657,up,back,4,1,E,6,U,4.49,0.87,0.19,5.3,3.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,9,39648,up,front,5,1,M,18,C,5.78,1.77,0.21,3.9,5.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,10,50349,up,front,5,1,M,18,C,2.14,5.45,0.25,3.9,7.3,,,,,,,,,,,,,,,,,,,,,
Week 5,1,11,884,low,back,6,1,M,6,C,1.71,.,0.33,2.6,4.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,12,85085,low,back,6,1,M,6,C,5.78,2.48,0.21,3.3,3.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,13,59787,up,back,7,1,E,6,C,5.99,2.03,0.16,4.3,4.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,14,73475,up,back,7,1,E,6,C,5.03,6.28,0.19,4.1,3.3,,,,,,,,,,,,,,,,,,,,,
Week 5,1,15,61024,up,front,8,1,M,18,U,3.00,2.99,0.24,2.4,3.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,16,28878,up,front,8,1,M,18,U,3.21,.,0.29,3.4,5.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,17,72853,low,front,9,2,E,18,U,4.71,.,0.22,4.8,4.5,,,,,,,,,,,,,,,,,,,,,
Week 5,1,18,93,low,front,9,2,E,18,U,4.92,0.58,0.22,1.7,4.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,19,29559,up,back,10,2,E,6,C,4.71,2.06,0.29,2.4,6.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,20,57771,up,back,10,2,E,6,C,3.85,0.07,0.25,3.2,4.2,,,,,,,,,,,,,,,,,,,,,
Week 5,1,21,65450,up,front,11,2,M,18,C,3.53,1.19,0.22,2.1,3.2,,,,,,,,,,,,,,,,,,,,,
Week 5,1,22,93818,up,front,11,2,M,18,C,4.92,0.83,0.15,4.8,4.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,23,45401,up,front,12,2,M,18,U,4.28,.,0.22,3.7,5.5,,,,,,,,,,,,,,,,,,,,,
Week 5,1,24,48149,up,front,12,2,M,18,U,4.92,.,0.25,3.4,6.3,,,,,,,,,,,,,,,,,,,,,
Week 5,1,25,37558,low,back,13,2,M,6,U,3.75,0.34,0.30,3.6,2.7,,,,,,,,,,,,,,,,,,,,,
Week 5,1,26,37002,low,back,13,2,M,6,U,5.78,6.66,0.26,4.9,6.1,,,,,,,,,,,,,,,,,,,,,
Week 5,1,27,80713,low,back,14,2,M,6,C,5.89,6.18,0.21,4.7,4.2,,,,,,,,,,,,,,,,,,,,,
Week 5,1,28,16314,low,back,14,2,M,6,C,4.28,.,0.21,3.8,6.1,,,,,,,,,,,,,,,,,,,,,
Week 5,1,29,37561,up,back,15,2,E,6,U,3.75,2.51,0.20,5.1,4.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,30,61215,up,back,15,2,E,6,U,4.60,4.16,0.25,3.5,3.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,31,16664,low,front,16,2,E,18,C,3.85,1.45,0.20,3.8,5.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,32,96635,low,front,16,2,E,18,C,3.10,3.44,0.16,2.8,7.5,,,,,,,,,,,,,,,,,,,,,
Week 5,1,33,16316,up,back,18,3,E,6,C,4.28,0.63,0.14,2.5,5.2,,,,,,,,,,,,,,,,,,,,,
Week 5,1,34,75185,up,back,18,3,E,6,C,3.00,0.12,0.20,2.5,5.9,,,,,,,,,,,,,,,,,,,,,
Week 5,1,35,16560,up,front,17,3,M,18,U,2.25,0.08,0.22,2.5,7.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,36,6497,up,front,17,3,M,18,U,2.03,2.68,0.22,3.7,6.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,37,50213,low,front,19,3,E,18,C,3.21,0.12,0.22,6.6,5.5,,,,,,,,,,,,,,,,,,,,,
Week 5,1,38,42558,low,front,19,3,E,18,C,3.64,0.99,0.17,3.3,3.5,,,,,,,,,,,,,,,,,,,,,
Week 5,1,39,40290,low,front,20,3,E,18,U,5.46,6.57,0.18,2.9,5.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,40,3568,low,front,20,3,E,18,U,2.89,1.89,0.23,3.7,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,41,95180,low,back,21,3,M,6,C,1.93,.,0.27,2.9,3.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,42,56823,low,back,21,3,M,6,C,3.42,4.37,0.33,2.2,2.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,43,8748,up,back,22,3,E,6,U,2.78,12.34,0.26,1.9,5.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,44,40289,up,back,22,3,E,6,U,2.68,0.64,0.19,3.6,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,45,75270,up,front,23,3,M,18,C,6.53,.,0.16,3.3,3.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,46,66191,up,front,23,3,M,18,C,2.89,.,0.16,2.0,4.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,47,4792,low,back,24,3,M,6,U,5.99,2.95,0.17,2.4,4.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,48,27492,low,back,24,3,M,6,U,5.14,.,0.25,2.2,2.9,,,,,,,,,,,,,,,,,,,,,
Week 5,1,49,37559,up,back,29,4,E,6,U,4.28,.,0.29,2.2,5.6,,,,,,,,,,,,,,,,,,,,,
Week 5,1,50,35951,up,back,29,4,E,6,U,3.32,.,0.26,1.9,9.9,,,,,,,,,,,,,,,,,,,,,
Week 5,1,51,79803,up,back,26,4,E,6,C,3.75,.,0.18,4.3,7.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,52,75195,up,back,26,4,E,6,C,2.35,4.98,0.24,2.9,5.7,,,,,,,,,,,,,,,,,,,,,
Week 5,1,53,888,up,front,27,4,M,18,C,4.60,.,0.20,1.8,4.5,,,,,,,,,,,,,,,,,,,,,
Week 5,1,54,45885,up,front,27,4,M,18,C,3.42,11.77,0.39,3.5,3.9,,,,,,,,,,,,,,,,,,,,,
Week 5,1,55,45349,low,front,28,4,E,18,C,5.46,10.80,0.19,5.4,9.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,56,57698,low,front,28,4,E,18,C,4.49,6.21,0.26,3.8,6.3,,,,,,,,,,,,,,,,,,,,,
Week 5,1,57,72816,low,front,25,4,E,18,U,4.28,1.10,0.25,3.9,3.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,58,31606,low,front,25,4,E,18,U,4.17,.,0.26,5.1,3.0,,,,,,,,,,,,,,,,,,,,,
Week 5,1,59,87499,low,back,30,4,M,6,U,3.53,0.12,0.28,3.6,3.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,60,69596,low,back,30,4,M,6,U,3.64,7.16,0.22,3.7,3.3,,,,,,,,,,,,,,,,,,,,,
Week 5,1,61,69635,up,front,31,4,M,18,U,2.68,0.52,0.34,2.5,4.3,,,,,,,,,,,,,,,,,,,,,
Week 5,1,62,45403,up,front,31,4,M,18,U,4.49,.,0.25,5.3,4.4,,,,,,,,,,,,,,,,,,,,,
Week 5,1,63,34990,low,back,32,4,M,6,C,3.10,2.46,0.21,2.7,3.1,,,,,,,,,,,,,,,,,,,,,
Week 5,1,64,73477,low,back,32,4,M,6,C,2.57,0.12,0.18,2.2,3.3,,,,,,,,,,,,,,,,,,,,,
Week 5,2,65,86534,low,back,33,5,E,18,C,4.60,.,0.54,5.0,8.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,66,97402,low,back,33,5,E,18,C,3.85,2.11,0.31,1.8,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,67,19960,up,front,34,5,E,6,C,3.64,0.04,0.20,1.3,6.1,,,,,,,,,,,,,,,,,,,,,
Week 5,2,68,80573,up,front,34,5,E,6,C,5.24,1.25,0.20,5.7,6.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,69,54404,low,front,35,5,M,18,C,5.14,0.78,0.20,3.1,5.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,70,366,low,front,35,5,M,18,C,4.07,3.52,0.28,3.8,8.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,71,64694,low,front,36,5,M,18,U,5.03,.,0.21,2.4,5.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,72,55856,low,front,36,5,M,18,U,3.00,4.25,0.23,4.4,5.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,73,52276,low,back,37,5,E,18,U,2.68,1.97,0.26,2.5,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,74,94563,low,back,37,5,E,18,U,7.28,5.31,0.21,4.6,6.1,,,,,,,,,,,,,,,,,,,,,
Week 5,2,75,54405,up,back,38,5,M,6,U,5.24,.,0.23,3.3,5.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,76,75201,up,back,38,5,M,6,U,4.92,.,0.25,4.4,6.3,,,,,,,,,,,,,,,,,,,,,
Week 5,2,77,64432,up,front,39,5,E,6,U,4.17,.,0.23,2.7,6.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,78,21429,up,front,39,5,E,6,U,4.28,.,0.28,5.3,5.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,79,29184,up,back,40,5,M,6,C,1.82,0.49,0.24,5.2,4.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,80,88056,up,back,40,5,M,6,C,3.64,0.85,0.30,3.4,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,81,24437,low,back,41,6,E,18,U,2.68,.,0.21,3.6,5.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,82,69466,low,back,41,6,E,18,U,5.14,1.06,0.27,4.4,6.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,83,907,low,back,42,6,E,18,C,4.28,.,0.20,4.4,5.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,84,9093,low,back,42,6,E,18,C,4.60,.,0.18,3.9,7.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,85,19052,low,front,43,6,M,18,U,3.64,1.35,0.29,5.0,6.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,86,15888,low,front,43,6,M,18,U,1.61,3.34,0.49,3.4,6.1,,,,,,,,,,,,,,,,,,,,,
Week 5,2,87,24435,up,back,44,6,M,6,U,5.14,0.13,0.20,2.2,6.3,,,,,,,,,,,,,,,,,,,,,
Week 5,2,88,895,up,back,44,6,M,6,U,4.17,6.32,0.20,3.1,8.1,,,,,,,,,,,,,,,,,,,,,
Week 5,2,89,23579,up,back,45,6,M,6,C,5.24,2.45,0.20,2.9,3.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,90,9592,up,back,45,6,M,6,C,3.32,1.58,0.26,2.2,6.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,91,91794,up,front,46,6,E,6,U,1.61,6.67,0.30,3.9,7.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,92,40276,up,front,46,6,E,6,U,4.82,0.63,0.25,4.5,5.7,,,,,,,,,,,,,,,,,,,,,
Week 5,2,93,9973,up,front,47,6,E,6,C,4.49,4.00,0.22,2.6,7.3,,,,,,,,,,,,,,,,,,,,,
Week 5,2,94,57776,up,front,47,6,E,6,C,3.42,3.99,0.32,2.3,6.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,95,40907,low,front,48,6,M,18,C,4.71,14.83,0.28,5.6,4.9,,,,,,,,,,,,,,,,,,,,,
Week 5,2,96,10298,low,front,48,6,M,18,C,3.00,.,0.26,3.1,5.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,97,15269,up,front,49,7,E,6,U,1.61,6.52,0.23,3.2,7.8,,,,,,,,,,,,,,,,,,,,,
Week 5,2,98,88053,up,front,49,7,E,6,U,4.39,8.18,1.11,2.7,7.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,99,20478,low,front,50,7,M,18,U,5.99,9.42,0.20,3.9,7.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,100,4789,low,front,50,7,M,18,U,2.78,.,0.19,4.7,4.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,101,60361,up,back,51,7,M,6,U,4.92,0.23,0.24,4.4,5.9,,,,,,,,,,,,,,,,,,,,,
Week 5,2,102,80791,up,back,51,7,M,6,U,4.49,.,0.21,4.2,7.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,103,15715,low,back,52,7,E,18,U,4.71,1.44,0.23,3.9,5.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,104,77719,low,back,52,7,E,18,U,4.39,2.90,0.28,3.8,6.9,,,,,,,,,,,,,,,,,,,,,
Week 5,2,105,84767,low,back,53,7,E,18,C,3.00,.,0.22,2.8,3.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,106,12646,low,back,53,7,E,18,C,3.75,0.57,0.28,4.4,7.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,107,14018,up,back,54,7,M,6,C,5.03,0.39,0.24,2.6,7.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,108,52531,up,back,54,7,M,6,C,3.96,1.22,0.23,2.1,6.8,,,,,,,,,,,,,,,,,,,,,
Week 5,2,109,27535,low,front,55,7,M,18,C,2.14,.,0.27,3.7,8.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,110,64365,low,front,55,7,M,18,C,3.64,9.02,0.11,4.3,7.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,111,50917,up,front,56,7,E,6,C,1.61,1.14,0.26,4.5,6.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,112,1624,up,front,56,7,E,6,C,4.49,.,0.21,2.5,6.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,113,29185,up,back,57,8,M,6,U,3.53,.,0.21,4.4,7.7,,,,,,,,,,,,,,,,,,,,,
Week 5,2,114,50387,up,back,57,8,M,6,U,3.53,1.13,0.18,3.3,7.3,,,,,,,,,,,,,,,,,,,,,
Week 5,2,115,95247,up,front,58,8,E,6,C,5.14,.,0.23,3.4,7.9,,,,,,,,,,,,,,,,,,,,,
Week 5,2,116,94759,up,front,58,8,E,6,C,3.32,.,0.24,3.8,5.7,,,,,,,,,,,,,,,,,,,,,
Week 5,2,117,43506,low,back,59,8,E,18,U,3.64,.,0.30,1.2,5.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,118,73955,low,back,59,8,E,18,U,3.85,0.25,0.20,2.7,5.7,,,,,,,,,,,,,,,,,,,,,
Week 5,2,119,50384,low,back,60,8,E,18,C,3.21,1.34,0.37,4.9,8.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,120,4797,low,back,60,8,E,18,C,5.46,0.87,0.25,1.7,5.6,,,,,,,,,,,,,,,,,,,,,
Week 5,2,121,1564,up,front,61,8,E,6,U,4.07,2.41,0.20,5.8,5.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,122,63014,up,front,61,8,E,6,U,1.82,4.97,0.22,2.2,4.3,,,,,,,,,,,,,,,,,,,,,
Week 5,2,123,73311,up,back,62,8,M,6,C,3.21,0.39,0.27,3.7,8.2,,,,,,,,,,,,,,,,,,,,,
Week 5,2,124,64693,up,back,62,8,M,6,C,2.78,4.30,0.24,3.1,6.4,,,,,,,,,,,,,,,,,,,,,
Week 5,2,125,9797,low,front,63,8,M,18,C,2.57,0.04,0.66,4.1,7.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,126,40277,low,front,63,8,M,18,C,5.78,.,0.19,3.8,8.5,,,,,,,,,,,,,,,,,,,,,
Week 5,2,127,902,low,front,64,8,M,18,U,2.03,0.39,0.19,2.8,7.0,,,,,,,,,,,,,,,,,,,,,
Week 5,2,128,63889,low,front,64,8,M,18,U,6.10,1.18,0.22,3.3,4.7,,,,,,,,,,,,,,,,,,,,,
