Timepoint,Batch,Animal ,Eartag ,Uplo,Bafr,Pen,Corridor,Diet,Duration,Type ,Bilirubin_1,Cortisol_1,Haptoglobin,Titer_IgG,Titer_IgM,wbc ,neutro1,lympho1,mono1,eo1,baso1,neutro2,lympho2,mono2,eo2,baso2,CD8+,CD8+ perf+,NK+,NK+ perf+,CD4+,CD4+ perf+,gamma delta+,gamma delta+ perf+,CD14+ large,CD21+ large
T4,2,97,97402,low,back,33,5,E,18,C,13.27,0.84,0.36,2.8,7.9,,,,,,,,,,,,,,,,,,,,,
T4,2,98,86534,low,back,33,5,E,18,C,2.57,1.04,0.20,6.1,7.7,,,,,,,,,,,,,,,,,,,,,
T4,2,99,366,low,front,35,5,M,18,C,17.12,0.57,0.23,4.3,4.4,,,,,,,,,,,,,,,,,,,,,
T4,2,100,54404,low,front,35,5,M,18,C,4.49,2.31,0.19,4.8,5.6,,,,,,,,,,,,,,,,,,,,,
T4,2,101,64694,low,front,36,5,M,18,U,5.03,.,0.25,2.7,5.6,,,,,,,,,,,,,,,,,,,,,
T4,2,102,55856,low,front,36,5,M,18,U,3.00,5.46,0.18,5.1,4.9,,,,,,,,,,,,,,,,,,,,,
T4,2,103,94563,low,back,37,5,E,18,U,3.64,0.64,0.29,6.2,6.2,,,,,,,,,,,,,,,,,,,,,
T4,2,104,52276,low,back,37,5,E,18,U,2.46,3.02,0.55,3.5,4.4,,,,,,,,,,,,,,,,,,,,,
T4,2,105,69466,low,back,41,6,E,18,U,3.42,2.13,0.25,5.5,6.9,,,,,,,,,,,,,,,,,,,,,
T4,2,106,24437,low,back,41,6,E,18,U,2.25,3.79,0.23,4.1,1.7,,,,,,,,,,,,,,,,,,,,,
T4,2,107,907,low,back,42,6,E,18,C,6.10,.,0.20,5.6,6.0,,,,,,,,,,,,,,,,,,,,,
T4,2,108,9093,low,back,42,6,E,18,C,7.49,4.79,0.18,3.6,4.2,,,,,,,,,,,,,,,,,,,,,
T4,2,109,19052,low,front,43,6,M,18,U,5.03,5.47,0.27,5.2,4.1,,,,,,,,,,,,,,,,,,,,,
T4,2,110,15888,low,front,43,6,M,18,U,6.21,8.50,0.55,3.8,6.2,,,,,,,,,,,,,,,,,,,,,
T4,2,111,10298,low,front,48,6,M,18,C,5.24,1.20,0.23,4.8,5.6,,,,,,,,,,,,,,,,,,,,,
T4,2,112,40907,low,front,48,6,M,18,C,1.93,3.98,1.46,6.4,8.0,,,,,,,,,,,,,,,,,,,,,
T4,2,113,20478,low,front,50,7,M,18,U,1.39,.,0.92,4.4,5.5,,,,,,,,,,,,,,,,,,,,,
T4,2,114,4789,low,front,50,7,M,18,U,3.10,4.58,0.26,4.6,9.3,,,,,,,,,,,,,,,,,,,,,
T4,2,115,15715,low,back,52,7,E,18,U,5.14,0.40,0.19,4.1,8.7,,,,,,,,,,,,,,,,,,,,,
T4,2,116,77719,low,back,52,7,E,18,U,5.03,6.92,0.39,6.1,4.6,,,,,,,,,,,,,,,,,,,,,
T4,2,117,84767,low,back,53,7,E,18,C,2.25,4.99,0.35,2.7,5.7,,,,,,,,,,,,,,,,,,,,,
T4,2,118,12646,low,back,53,7,E,18,C,5.89,9.20,0.18,5.1,2.9,,,,,,,,,,,,,,,,,,,,,
T4,2,119,64365,low,front,55,7,M,18,C,5.14,4.19,0.27,4.6,7.5,,,,,,,,,,,,,,,,,,,,,
T4,2,120,27535,low,front,55,7,M,18,C,11.34,3.18,0.22,4.9,5.5,,,,,,,,,,,,,,,,,,,,,
T4,2,121,43506,low,back,59,8,E,18,U,2.68,5.80,0.61,2.2,4.0,,,,,,,,,,,,,,,,,,,,,
T4,2,122,73955,low,back,59,8,E,18,U,5.89,21.36,0.24,2.1,3.2,,,,,,,,,,,,,,,,,,,,,
T4,2,123,50384,low,back,60,8,E,18,C,2.46,13.63,0.68,5.7,5.2,,,,,,,,,,,,,,,,,,,,,
T4,2,124,4797,low,back,60,8,E,18,C,4.39,6.17,0.68,0.7,3.0,,,,,,,,,,,,,,,,,,,,,
T4,2,125,40277,low,front,63,8,M,18,C,2.46,13.54,0.29,4.2,5.1,,,,,,,,,,,,,,,,,,,,,
T4,2,126,9797,low,front,63,8,M,18,C,2.46,6.88,0.26,4.2,5.0,,,,,,,,,,,,,,,,,,,,,
T4,2,127,7083,low,front,64,8,M,18,U,15.19,0.43,0.27,3.2,4.3,,,,,,,,,,,,,,,,,,,,,
T4,2,128,902,low,front,64,8,M,18,U,3.10,6.61,0.33,4.2,6.6,,,,,,,,,,,,,,,,,,,,,
T48,1,1,73981,low,back,2,1,M,6,U,5.03,0.42,0.23,4.9,2.5,,,,,,,,,,,,,,,,,,,,,
T48,1,2,45400,low,back,2,1,M,6,U,5.99,4.29,0.24,4.5,7.4,,,,,,,,,,,,,,,,,,,,,
T48,1,3,48454,up,back,4,1,E,6,U,3.96,2.13,0.61,4.7,4.7,,,,,,,,,,,,,,,,,,,,,
T48,1,4,4796,up,back,4,1,E,6,U,5.67,0.76,0.32,3.3,3.1,,,,,,,,,,,,,,,,,,,,,
T48,1,5,85085,low,back,6,1,M,6,C,8.77,16.09,0.19,4.1,6.4,,,,,,,,,,,,,,,,,,,,,
T48,1,6,884,low,back,6,1,M,6,C,2.78,2.38,0.49,3.3,5.4,,,,,,,,,,,,,,,,,,,,,
T48,1,7,59787,up,back,7,1,E,6,C,4.39,2.25,0.21,5.0,3.4,,,,,,,,,,,,,,,,,,,,,
T48,1,8,73475,up,back,7,1,E,6,C,4.07,8.50,0.22,5.1,6.3,,,,,,,,,,,,,,,,,,,,,
T48,1,9,29559,up,back,10,2,E,6,C,3.42,.,0.46,3.4,4.9,,,,,,,,,,,,,,,,,,,,,
T48,1,10,57771,up,back,10,2,E,6,C,5.46,10.24,0.44,3.7,3.9,,,,,,,,,,,,,,,,,,,,,
T48,1,11,37002,low,back,13,2,M,6,U,4.28,3.47,0.25,5.6,4.1,,,,,,,,,,,,,,,,,,,,,
T48,1,12,37558,low,back,13,2,M,6,U,5.46,2.20,0.26,4.6,3.5,,,,,,,,,,,,,,,,,,,,,
T48,1,13,16314,low,back,14,2,M,6,C,3.10,4.52,0.26,4.6,4.7,,,,,,,,,,,,,,,,,,,,,
T48,1,14,80713,low,back,14,2,M,6,C,2.35,12.74,0.34,6.0,5.3,,,,,,,,,,,,,,,,,,,,,
T48,1,15,37561,up,back,15,2,E,6,U,2.68,12.82,0.32,5.8,5.0,,,,,,,,,,,,,,,,,,,,,
T48,1,16,61215,up,back,15,2,E,6,U,3.53,17.07,0.38,5.0,6.4,,,,,,,,,,,,,,,,,,,,,
T48,1,17,75185,up,back,18,3,E,6,C,5.24,.,0.21,3.3,3.3,,,,,,,,,,,,,,,,,,,,,
T48,1,18,16316,up,back,18,3,E,6,C,6.10,5.18,0.36,2.8,4.8,,,,,,,,,,,,,,,,,,,,,
T48,1,19,56823,low,back,21,3,M,6,C,11.24,0.17,0.55,1.7,4.4,,,,,,,,,,,,,,,,,,,,,
T48,1,20,95180,low,back,21,3,M,6,C,2.89,3.48,0.97,4.2,5.4,,,,,,,,,,,,,,,,,,,,,
T48,1,21,8748,up,back,22,3,E,6,U,2.25,6.33,0.29,2.4,4.1,,,,,,,,,,,,,,,,,,,,,
T48,1,22,40289,up,back,22,3,E,6,U,4.39,0.49,0.18,5.0,6.3,,,,,,,,,,,,,,,,,,,,,
T48,1,23,27492,low,back,24,3,M,6,U,2.57,2.61,0.41,3.1,5.8,,,,,,,,,,,,,,,,,,,,,
T48,1,24,4792,low,back,24,3,M,6,U,3.21,4.26,0.24,3.5,3.9,,,,,,,,,,,,,,,,,,,,,
T48,1,25,35951,up,back,29,4,E,6,U,4.17,2.63,0.18,2.2,6.2,,,,,,,,,,,,,,,,,,,,,
T48,1,26,37559,up,back,29,4,E,6,U,3.21,0.83,0.38,3.8,4.3,,,,,,,,,,,,,,,,,,,,,
T48,1,27,75195,up,back,26,4,E,6,C,3.64,3.56,0.25,3.7,9.7,,,,,,,,,,,,,,,,,,,,,
T48,1,28,79803,up,back,26,4,E,6,C,1.39,13.52,0.37,5.5,7.6,,,,,,,,,,,,,,,,,,,,,
T48,1,29,69596,low,back,30,4,M,6,U,3.00,6.54,0.27,4.7,3.8,,,,,,,,,,,,,,,,,,,,,
T48,1,30,87499,low,back,30,4,M,6,U,4.39,7.38,0.32,5.1,3.7,,,,,,,,,,,,,,,,,,,,,
T48,1,31,73477,low,back,32,4,M,6,C,1.07,11.36,0.79,2.7,1.8,,,,,,,,,,,,,,,,,,,,,
T48,1,32,34990,low,back,32,4,M,6,C,6.85,12.87,0.26,2.8,4.5,,,,,,,,,,,,,,,,,,,,,
T48,1,33,22185,low,front,1,1,E,18,C,3.21,.,0.42,3.1,6.1,,,,,,,,,,,,,,,,,,,,,
T48,1,34,53452,low,front,1,1,E,18,C,4.82,.,0.39,4.2,3.3,,,,,,,,,,,,,,,,,,,,,
T48,1,35,29396,low,front,3,1,E,18,U,4.82,6.12,0.33,3.0,5.9,,,,,,,,,,,,,,,,,,,,,
T48,1,36,14012,low,front,3,1,E,18,U,3.21,3.87,0.33,4.2,5.4,,,,,,,,,,,,,,,,,,,,,
T48,1,37,50349,up,front,5,1,M,18,C,2.89,3.12,0.38,4.8,3.3,,,,,,,,,,,,,,,,,,,,,
T48,1,38,39648,up,front,5,1,M,18,C,3.00,2.53,0.24,5.1,5.5,,,,,,,,,,,,,,,,,,,,,
T48,1,39,61024,up,front,8,1,M,18,U,2.35,6.96,1.02,1.8,4.4,,,,,,,,,,,,,,,,,,,,,
T48,1,40,28878,up,front,8,1,M,18,U,3.00,5.37,0.43,4.8,5.0,,,,,,,,,,,,,,,,,,,,,
T48,1,41,93,low,front,9,2,E,18,U,3.00,3.61,0.53,2.6,8.0,,,,,,,,,,,,,,,,,,,,,
T48,1,42,72853,low,front,9,2,E,18,U,2.35,0.72,0.33,5.5,2.9,,,,,,,,,,,,,,,,,,,,,
T48,1,43,93818,up,front,11,2,M,18,C,2.35,5.73,0.44,6.1,4.4,,,,,,,,,,,,,,,,,,,,,
T48,1,44,65450,up,front,11,2,M,18,C,3.75,.,0.71,2.0,4.1,,,,,,,,,,,,,,,,,,,,,
T48,1,45,45401,up,front,12,2,M,18,U,1.50,0.99,0.54,4.2,4.1,,,,,,,,,,,,,,,,,,,,,
T48,1,46,48149,up,front,12,2,M,18,U,3.00,7.22,0.34,3.8,5.8,,,,,,,,,,,,,,,,,,,,,
T48,1,47,96635,low,front,16,2,E,18,C,3.21,0.02,0.35,4.2,5.3,,,,,,,,,,,,,,,,,,,,,
T48,1,48,16664,low,front,16,2,E,18,C,0.43,11.49,0.35,4.6,7.3,,,,,,,,,,,,,,,,,,,,,
T48,1,49,16560,up,front,17,3,M,18,U,2.46,8.52,0.23,3.3,5.1,,,,,,,,,,,,,,,,,,,,,
T48,1,50,6497,up,front,17,3,M,18,U,2.89,17.66,0.22,4.5,6.0,,,,,,,,,,,,,,,,,,,,,
T48,1,51,42558,low,front,19,3,E,18,C,2.89,0.91,0.23,4.1,5.6,,,,,,,,,,,,,,,,,,,,,
T48,1,52,50213,low,front,19,3,E,18,C,4.17,0.32,0.20,8.1,4.7,,,,,,,,,,,,,,,,,,,,,
T48,1,53,3568,low,front,20,3,E,18,U,2.89,9.31,0.20,5.7,4.8,,,,,,,,,,,,,,,,,,,,,
T48,1,54,40290,low,front,20,3,E,18,U,0.11,.,.,.,.,,,,,,,,,,,,,,,,,,,,,
T48,1,55,66191,up,front,23,3,M,18,C,2.78,3.12,1.63,3.3,4.5,,,,,,,,,,,,,,,,,,,,,
T48,1,56,75270,up,front,23,3,M,18,C,4.17,4.87,0.29,5.2,7.4,,,,,,,,,,,,,,,,,,,,,
T48,1,57,888,up,front,27,4,M,18,C,6.74,6.44,0.44,2.4,6.0,,,,,,,,,,,,,,,,,,,,,
T48,1,58,45885,up,front,27,4,M,18,C,8.35,2.15,0.59,2.3,5.4,,,,,,,,,,,,,,,,,,,,,
T48,1,59,45349,low,front,28,4,E,18,C,4.07,1.45,0.34,6.1,3.9,,,,,,,,,,,,,,,,,,,,,
T48,1,60,57698,low,front,28,4,E,18,C,3.00,1.46,0.34,5.4,3.1,,,,,,,,,,,,,,,,,,,,,
T48,1,61,72816,low,front,25,4,E,18,U,2.57,14.44,0.32,5.2,1.8,,,,,,,,,,,,,,,,,,,,,
T48,1,62,31606,low,front,25,4,E,18,U,2.89,18.61,0.25,5.7,5.8,,,,,,,,,,,,,,,,,,,,,
T48,1,63,69635,up,front,31,4,M,18,U,2.03,0.59,0.46,2.1,1.5,,,,,,,,,,,,,,,,,,,,,
T48,1,64,45403,up,front,31,4,M,18,U,2.68,10.19,0.74,6.6,6.2,,,,,,,,,,,,,,,,,,,,,
T48,2,65,80573,up,front,34,5,E,6,C,1.93,0.84,0.49,7.0,4.9,,,,,,,,,,,,,,,,,,,,,
T48,2,66,19960,up,front,34,5,E,6,C,2.68,10.63,0.29,1.0,4.9,,,,,,,,,,,,,,,,,,,,,
T48,2,67,54405,up,back,38,5,M,6,U,3.85,2.98,0.24,4.5,8.6,,,,,,,,,,,,,,,,,,,,,
T48,2,68,75201,up,back,38,5,M,6,U,3.21,3.79,0.22,5.8,6.1,,,,,,,,,,,,,,,,,,,,,
T48,2,69,21429,up,front,39,5,E,6,U,2.25,3.87,0.26,6.6,5.4,,,,,,,,,,,,,,,,,,,,,
T48,2,70,64432,up,front,39,5,E,6,U,1.71,9.85,0.20,2.8,5.7,,,,,,,,,,,,,,,,,,,,,
T48,2,71,88056,up,back,40,5,M,6,C,3.32,22.17,0.29,4.3,5.0,,,,,,,,,,,,,,,,,,,,,
T48,2,72,29184,up,back,40,5,M,6,C,3.42,6.37,0.33,5.4,5.8,,,,,,,,,,,,,,,,,,,,,
T48,2,73,895,up,back,44,6,M,6,U,4.07,.,0.26,5.4,6.9,,,,,,,,,,,,,,,,,,,,,
T48,2,74,24435,up,back,44,6,M,6,U,3.96,.,0.42,1.3,5.6,,,,,,,,,,,,,,,,,,,,,
T48,2,75,23579,up,back,45,6,M,6,C,1.61,0.74,0.28,4.6,5.4,,,,,,,,,,,,,,,,,,,,,
T48,2,76,9592,up,back,45,6,M,6,C,4.28,.,0.23,3.0,5.8,,,,,,,,,,,,,,,,,,,,,
T48,2,77,91794,up,front,46,6,E,6,U,2.57,.,0.35,3.9,8.0,,,,,,,,,,,,,,,,,,,,,
T48,2,78,40276,up,front,46,6,E,6,U,1.82,10.66,0.35,5.2,6.5,,,,,,,,,,,,,,,,,,,,,
T48,2,79,57776,up,front,47,6,E,6,C,2.25,8.12,0.44,4.2,6.5,,,,,,,,,,,,,,,,,,,,,
T48,2,80,9973,up,front,47,6,E,6,C,4.92,5.83,0.31,3.9,6.5,,,,,,,,,,,,,,,,,,,,,
T48,2,81,15269,up,front,49,7,E,6,U,2.46,2.53,0.29,4.4,6.5,,,,,,,,,,,,,,,,,,,,,
T48,2,82,88053,up,front,49,7,E,6,U,3.75,8.37,0.76,4.5,6.6,,,,,,,,,,,,,,,,,,,,,
T48,2,83,60361,up,back,51,7,M,6,U,2.78,6.14,0.25,5.1,5.6,,,,,,,,,,,,,,,,,,,,,
T48,2,84,80791,up,back,51,7,M,6,U,2.89,2.29,0.24,4.3,6.0,,,,,,,,,,,,,,,,,,,,,
T48,2,85,52531,up,back,54,7,M,6,C,2.25,3.70,0.36,2.2,6.1,,,,,,,,,,,,,,,,,,,,,
T48,2,86,14018,up,back,54,7,M,6,C,2.35,0.23,0.26,2.7,9.4,,,,,,,,,,,,,,,,,,,,,
T48,2,87,1624,up,front,56,7,E,6,C,3.21,0.32,0.32,4.0,7.6,,,,,,,,,,,,,,,,,,,,,
T48,2,88,50917,up,front,56,7,E,6,C,2.35,.,0.52,5.9,6.9,,,,,,,,,,,,,,,,,,,,,
T48,2,89,29185,up,back,57,8,M,6,U,1.18,2.40,0.33,5.9,5.9,,,,,,,,,,,,,,,,,,,,,
T48,2,90,50387,up,back,57,8,M,6,U,4.28,7.78,0.42,4.5,4.8,,,,,,,,,,,,,,,,,,,,,
T48,2,91,94759,up,front,58,8,E,6,C,1.71,2.47,0.26,5.0,8.1,,,,,,,,,,,,,,,,,,,,,
T48,2,92,95247,up,front,58,8,E,6,C,4.28,7.04,0.38,4.4,5.0,,,,,,,,,,,,,,,,,,,,,
T48,2,93,63014,up,front,61,8,E,6,U,1.71,1.87,0.30,3.2,5.5,,,,,,,,,,,,,,,,,,,,,
T48,2,94,1564,up,front,61,8,E,6,U,2.78,1.38,0.21,6.9,5.3,,,,,,,,,,,,,,,,,,,,,
T48,2,95,73311,up,back,62,8,M,6,C,5.56,4.24,0.23,5.0,4.4,,,,,,,,,,,,,,,,,,,,,
T48,2,96,64693,up,back,62,8,M,6,C,3.42,2.92,0.50,4.7,7.8,,,,,,,,,,,,,,,,,,,,,
T48,2,97,97402,low,back,33,5,E,18,C,5.89,.,0.48,2.8,5.9,,,,,,,,,,,,,,,,,,,,,
T48,2,98,86534,low,back,33,5,E,18,C,2.68,0.82,0.30,7.4,4.1,,,,,,,,,,,,,,,,,,,,,
T48,2,99,366,low,front,35,5,M,18,C,6.85,6.15,0.27,4.3,6.7,,,,,,,,,,,,,,,,,,,,,
T48,2,100,54404,low,front,35,5,M,18,C,3.10,0.04,0.30,4.6,5.1,,,,,,,,,,,,,,,,,,,,,
T48,2,101,64694,low,front,36,5,M,18,U,4.49,.,0.33,3.6,5.2,,,,,,,,,,,,,,,,,,,,,
T48,2,102,55856,low,front,36,5,M,18,U,1.82,.,0.25,5.0,2.8,,,,,,,,,,,,,,,,,,,,,
T48,2,103,94563,low,back,37,5,E,18,U,2.57,.,0.36,6.1,7.3,,,,,,,,,,,,,,,,,,,,,
T48,2,104,52276,low,back,37,5,E,18,U,2.68,8.65,0.42,3.9,5.9,,,,,,,,,,,,,,,,,,,,,
T48,2,105,69466,low,back,41,6,E,18,U,3.21,5.13,0.25,5.8,5.9,,,,,,,,,,,,,,,,,,,,,
T48,2,106,24437,low,back,41,6,E,18,U,2.78,.,0.25,4.7,4.0,,,,,,,,,,,,,,,,,,,,,
T48,2,107,907,low,back,42,6,E,18,C,2.25,.,0.20,5.2,5.3,,,,,,,,,,,,,,,,,,,,,
T48,2,108,9093,low,back,42,6,E,18,C,2.46,19.03,0.14,4.0,6.7,,,,,,,,,,,,,,,,,,,,,
T48,2,109,19052,low,front,43,6,M,18,U,4.07,8.67,0.30,5.7,5.8,,,,,,,,,,,,,,,,,,,,,
T48,2,110,15888,low,front,43,6,M,18,U,1.28,0.16,0.45,4.0,4.6,,,,,,,,,,,,,,,,,,,,,
T48,2,111,10298,low,front,48,6,M,18,C,3.10,.,0.18,4.3,4.4,,,,,,,,,,,,,,,,,,,,,
T48,2,112,40907,low,front,48,6,M,18,C,0.53,3.82,0.54,7.1,6.5,,,,,,,,,,,,,,,,,,,,,
T48,2,113,20478,low,front,50,7,M,18,U,2.89,1.07,0.23,3.9,6.0,,,,,,,,,,,,,,,,,,,,,
T48,2,114,4789,low,front,50,7,M,18,U,2.78,.,0.26,5.1,8.0,,,,,,,,,,,,,,,,,,,,,
T48,2,115,15715,low,back,52,7,E,18,U,2.46,.,0.22,3.9,5.0,,,,,,,,,,,,,,,,,,,,,
T48,2,116,77719,low,back,52,7,E,18,U,3.96,0.88,0.38,4.9,5.8,,,,,,,,,,,,,,,,,,,,,
T48,2,117,84767,low,back,53,7,E,18,C,2.68,3.52,0.36,3.2,5.6,,,,,,,,,,,,,,,,,,,,,
T48,2,118,12646,low,back,53,7,E,18,C,4.39,8.17,0.21,5.2,8.0,,,,,,,,,,,,,,,,,,,,,
T48,2,119,64365,low,front,55,7,M,18,C,3.10,1.66,0.29,3.8,6.1,,,,,,,,,,,,,,,,,,,,,
T48,2,120,27535,low,front,55,7,M,18,C,4.07,.,0.89,5.0,5.8,,,,,,,,,,,,,,,,,,,,,
T48,2,121,43506,low,back,59,8,E,18,U,3.21,1.58,0.57,1.9,5.5,,,,,,,,,,,,,,,,,,,,,
T48,2,122,73955,low,back,59,8,E,18,U,3.42,3.10,0.27,2.3,5.2,,,,,,,,,,,,,,,,,,,,,
T48,2,123,50384,low,back,60,8,E,18,C,2.78,6.14,1.45,5.7,5.7,,,,,,,,,,,,,,,,,,,,,
T48,2,124,4797,low,back,60,8,E,18,C,2.89,10.16,0.87,1.0,4.2,,,,,,,,,,,,,,,,,,,,,
T48,2,125,40277,low,front,63,8,M,18,C,2.46,8.01,0.41,4.7,4.4,,,,,,,,,,,,,,,,,,,,,
T48,2,126,9797,low,front,63,8,M,18,C,5.03,4.75,0.35,4.2,4.8,,,,,,,,,,,,,,,,,,,,,
T48,2,127,7083,low,front,64,8,M,18,U,4.28,.,0.37,3.0,2.4,,,,,,,,,,,,,,,,,,,,,
T48,2,128,902,low,front,64,8,M,18,U,3.64,.,0.33,3.7,7.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,1,22185,low,front,1,1,E,18,C,3.75,5.13,0.28,3.0,2.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,2,53452,low,front,1,1,E,18,C,3.85,.,0.26,4.2,5.4,,,,,,,,,,,,,,,,,,,,,
Week 1,1,3,73981,low,back,2,1,M,6,U,2.68,8.14,0.25,4.4,5.2,,,,,,,,,,,,,,,,,,,,,
Week 1,1,4,45400,low,back,2,1,M,6,U,2.25,3.56,0.18,4.3,5.2,,,,,,,,,,,,,,,,,,,,,
Week 1,1,5,29396,low,front,3,1,E,18,U,3.21,1.58,0.26,2.9,10.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,6,14012,low,front,3,1,E,18,U,2.68,0.49,0.28,4.2,4.5,,,,,,,,,,,,,,,,,,,,,
Week 1,1,7,48454,up,back,4,1,E,6,U,3.00,1.43,0.29,4.3,3.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,8,4796,up,back,4,1,E,6,U,3.21,0.81,0.31,3.3,3.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,9,50349,up,front,5,1,M,18,C,1.18,0.86,0.24,4.7,5.6,,,,,,,,,,,,,,,,,,,,,
Week 1,1,10,39648,up,front,5,1,M,18,C,2.14,0.89,0.23,4.8,8.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,11,85085,low,back,6,1,M,6,C,3.96,10.13,0.18,3.3,4.4,,,,,,,,,,,,,,,,,,,,,
Week 1,1,12,884,low,back,6,1,M,6,C,3.10,3.77,0.42,3.0,3.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,13,59787,up,back,7,1,E,6,C,2.78,.,0.16,4.9,5.4,,,,,,,,,,,,,,,,,,,,,
Week 1,1,14,73475,up,back,7,1,E,6,C,2.14,.,0.20,5.3,3.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,15,61024,up,front,8,1,M,18,U,3.53,5.06,0.56,1.8,3.6,,,,,,,,,,,,,,,,,,,,,
Week 1,1,16,28878,up,front,8,1,M,18,U,2.57,0.31,0.28,4.9,6.4,,,,,,,,,,,,,,,,,,,,,
Week 1,1,17,93,low,front,9,2,E,18,U,2.35,3.95,0.26,2.2,4.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,18,72853,low,front,9,2,E,18,U,2.03,.,0.23,5.7,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,19,29559,up,back,10,2,E,6,C,2.57,0.46,0.21,2.7,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,20,57771,up,back,10,2,E,6,C,2.35,0.10,0.24,3.6,3.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,21,93818,up,front,11,2,M,18,C,2.35,2.76,0.27,5.7,3.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,22,65450,up,front,11,2,M,18,C,2.14,6.51,0.34,2.1,4.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,23,45401,up,front,12,2,M,18,U,4.07,2.41,0.36,4.2,6.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,24,48149,up,front,12,2,M,18,U,2.89,1.18,0.27,3.9,7.2,,,,,,,,,,,,,,,,,,,,,
Week 1,1,25,37002,low,back,13,2,M,6,U,1.71,0.17,0.21,5.7,2.4,,,,,,,,,,,,,,,,,,,,,
Week 1,1,26,37558,low,back,13,2,M,6,U,2.14,1.47,0.24,4.6,5.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,27,16314,low,back,14,2,M,6,C,1.93,.,0.20,4.4,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,28,80713,low,back,14,2,M,6,C,2.89,3.39,0.30,5.1,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,29,37561,up,back,15,2,E,6,U,2.03,1.80,0.29,5.8,4.5,,,,,,,,,,,,,,,,,,,,,
Week 1,1,30,61215,up,back,15,2,E,6,U,2.46,10.70,0.28,4.6,3.2,,,,,,,,,,,,,,,,,,,,,
Week 1,1,31,96635,low,front,16,2,E,18,C,2.78,0.62,0.23,3.8,5.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,32,16664,low,front,16,2,E,18,C,2.25,0.43,0.22,4.0,7.5,,,,,,,,,,,,,,,,,,,,,
Week 1,1,33,75185,up,back,18,3,E,6,C,2.14,0.18,0.16,2.9,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,34,16316,up,back,18,3,E,6,C,2.89,7.85,0.20,2.5,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,35,16560,up,front,17,3,M,18,U,3.42,3.30,0.40,2.9,7.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,36,6497,up,front,17,3,M,18,U,2.78,4.83,0.23,4.5,6.4,,,,,,,,,,,,,,,,,,,,,
Week 1,1,37,42558,low,front,19,3,E,18,C,2.14,0.51,0.23,4.4,5.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,38,50213,low,front,19,3,E,18,C,1.82,0.56,0.19,7.9,3.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,39,3568,low,front,20,3,E,18,U,1.93,3.36,0.20,5.1,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,40,40290,low,front,20,3,E,18,U,1.93,0.52,0.18,3.9,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,41,56823,low,back,21,3,M,6,C,3.10,3.25,0.45,2.0,3.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,42,95180,low,back,21,3,M,6,C,2.14,0.17,0.47,3.6,3.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,43,8748,up,back,22,3,E,6,U,3.32,0.51,0.24,1.9,6.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,44,40289,up,back,22,3,E,6,U,1.93,.,0.17,4.4,5.5,,,,,,,,,,,,,,,,,,,,,
Week 1,1,45,66191,up,front,23,3,M,18,C,2.35,0.56,0.39,3.0,3.8,,,,,,,,,,,,,,,,,,,,,
Week 1,1,46,75270,up,front,23,3,M,18,C,3.53,.,0.19,4.2,5.5,,,,,,,,,,,,,,,,,,,,,
Week 1,1,47,27492,low,back,24,3,M,6,U,3.10,1.40,0.34,3.2,4.8,,,,,,,,,,,,,,,,,,,,,
Week 1,1,48,4792,low,back,24,3,M,6,U,2.14,1.35,0.23,3.2,2.8,,,,,,,,,,,,,,,,,,,,,
Week 1,1,49,35951,up,back,29,4,E,6,U,2.68,4.81,0.22,2.2,5.2,,,,,,,,,,,,,,,,,,,,,
Week 1,1,50,37559,up,back,29,4,E,6,U,1.71,1.55,0.29,3.4,9.9,,,,,,,,,,,,,,,,,,,,,
Week 1,1,51,75195,up,back,26,4,E,6,C,2.89,4.43,0.28,3.7,3.9,,,,,,,,,,,,,,,,,,,,,
